headline,word1,word2,joke,label
学生作业填反义词引发天雷滚滚,填,不晓得,记得小学时候有个女同学，老师布置作业填反义词， 我看那同学是这样答的，晓得--不晓得~美丽--不美丽！ 如此这般，天雷滚滚啊！！,1
快餐四旬期饮食建议,吃,快餐,我们认为快餐是你在四旬期吃的。,0
病人病况反而推动医学进步,丰富,医学,弗兰克得了一种奇怪而又严重的病，被送入医院。医生检查后对他说：看来你的病将极大地丰富医学科学。 弗兰克大喜：太好了，这样我就不必向医学界付医疗费了。,1
哥哥自比鸡 期待产蛋,认为,鸡蛋,我哥哥认为他是一只鸡 - 我们不会说他，因为我们需要鸡蛋。,0
学生做题六遍获教师点赞,做,答案,学生：这道题我已经做了6遍了。 教师：好极了。 学生：这儿是6个答案。,1
爱永远耐心不生气,耐心,爱,爱永远不会生气。爱总是耐心的。我有多少次告诉你这个？,0
年轻人不会生活基本技能,嫌累,做饭,琴棋书画不会，洗衣做饭嫌累。,1
目击者讲述精彩故事,讲述,故事,没有什么能像目击者那样搞好一个好故事。,0
妻子分享最爱书籍,分享,书籍,当一位妻子被问到：你最喜欢哪本书？,0
情侣互怼：喜欢不看我,喜欢,你,某女：“你究竟看上我哪点了？我改还不行么。” 某男：“我就是喜欢你不喜欢我，你改啊。”,1
读者文摘靠复制文章盈利,复制,文章,我为读者文摘写作。这并不难。你所要做的就是复制一篇文章并再次邮寄。,1
宿舍同学称肚中藏小便引笑,拍,小便,有一次我拍我宿舍同学的肚子，她大声说：别拍，我肚子里有小便。,1
个人观点与共识的冲突,喜欢,观点,我喜欢这个，即使我不同意所有这些。,0
不在场者竟是解题关键,解决,人,不在这里的人是解决问题的人。,1
学校预算低 课本过时,预算,课本,我们学校的预算很低; 我们的物理书已经过时了，最后一章涉及燃烧。,0
学生答爸在寺院做和尚,撞,钟,老师：你爸爸在什么单位工作？ 学生：在寺院里。 老师：是和尚？ 学生：对。爸爸经常说‘我是做一天和尚撞一天钟’。,1
同学交往无限制引发讨论,交往,理由,我的同学会与任何感动的人交往，但我从来没有看到任何限制自己的理由。,0
喝水选择题引发网络热议,是,喝水,"你是喝水,还是喝水,还是喝水?随你挑。",1
总统保留所有承诺,保留,承诺,总统保留了他打算保留的所有承诺。,1
男孩乔治获称英格兰所需,需要,女王,男孩乔治是所有英格兰的需要 - 另一个女王谁不能穿。,0
孩子学青蛙跳吐槽其辛苦,学,青蛙,4岁的儿子看见一只青蛙在跳，他就学着这只青蛙跳，跳了几下，站起来说：“真累啊！真难为青蛙了，每天都要这样跳。”,1
妈妈半夜生孩子被孩子质疑真实性,吵醒,半夜,6岁的杰克问妈妈：这是真的吗？我出生的时候正好是在半夜里。 是的，孩子。 真是的，我干嘛要半夜里把您吵醒呢？,1
一秒失命 vs 一秒失生,失去,生命,我宁愿在生命中失去一秒，而不是在一秒钟内失去生命。,1
告知更多人引发更大麻烦,告知,麻烦,不是那些告诉他们所知道的人在世界上造成大部分麻烦的人 - 而是告诉他们更多的人。,0
勇气在无力时依然前行,继续,力量,勇气没有力量继续下去 - 当你没有力量时，它就会继续下去。,0
服务员夸医生救了嗓子,嘱咐,嗓子,经理：近几天你的脾气真好，竟然没发现你与客人争吵。 服务员：这与医生的帮助是分不开的。 经理：医生是怎么帮你的？ 服务员：医生嘱咐我注意保护嗓子。,1
利伯曼定律揭示谎言背后的沉默真相,撒谎,听众,利伯曼定律：每个人都撒谎，但没关系，因为没有人听。,0
年龄后关节疼痛或为生命迹象,醒来,疼痛,在一定年龄之后，如果你没有在每个关节中醒来疼痛，你可能已经死了。,0
慢行可能走错方向,走得,方向,也许我很幸运能走得这么慢，因为我可能走错了方向。,1
丈夫问妻子赛前留言，妻子沉默不语,摸上,电视机,丈夫一只手已经摸上了电视机开关：喂，海伦，在足球赛开始之前，你有什么话要说吗？,1
大妈母猪高产20多崽,下,猪崽,有一天村里一大妈家的母猪下20多个猪崽。 小妹欢喜的跑回家告诉妈妈：“妈妈，妈妈，大妈高产啦！”,1
人们陷入陌生领域困境,陷入,领域,大多数陷入困境的人都处于不熟悉的领域。,0
马桶追求大便引发热议,追求,大便,大便的离去，是马桶的追求，还是屁股的不挽留。,1
无辜者被送进立法机关,送到,立法机关,偶尔会有一个无辜的人被送到立法机关。,1
相亲现场吐槽男方说话像吞吞吐吐,说话,抽烟,介绍人抽了口烟，然后问道：姑娘，你对那个男的初步印象如何？ 姑娘：他说话和你抽烟一样。 介绍人：自然，潇洒？ 姑娘：不，吞吞吐吐！,1
网友调侃肺活量不如牛逼,吹,牛逼,你肺活量是多少啊，能把牛逼吹得这么大,1
丈夫因座位背向车头拒换座,换,座位,丈夫出差回来，妻子：你脸色不好，晕车了？ 丈夫：我的座位背向车头，我不习惯。 妻子：为什么不跟对面换个座位？ 丈夫：对面座位上没人，没法换呀！,1
学生梦想从法拉利跌至电动车,开,电动车,小学的梦想是开法拉利，初中的梦想是开奥迪，高中的梦想是开别克，大学的时候梦想是开奥拓。刚刚踏入社会，现在有个电动车+公交卡就TM满足了。,1
信用系统如何挖洞,挖,系统,信用是一个让我们从底层开始并为自己挖洞的系统。,1
熊猫上班描眉被炒,描眉,狗熊,熊猫：上班描眉弄眼，不务正业，被狗熊老板列为被炒对象。,1
买红薯竟被问馅料,问,馅,买烤红薯的时候，请你大声问老板，这是什么馅的。,1
鸭子庸医之谜无人知晓,知道,庸医,鸭子的庸医不会回响，也没有人知道为什么。,0
同事秒定午餐成办公室福气,决定,午餐,有一个每天能立马就决定中午吃 什么的同事是整个办公室的福气！,1
住户用照片替代爬楼,永远,照片,在我的墙上，我有二楼房间的照片，所以我永远不必上楼。,1
猫看冰箱引人找食物,找,食物,如果一只猫看了冰箱足够长的时间，就会有人来找一些好吃的东西。,0
老师吐槽学生讨厌学校,呆到,学校,小明一边哭一边对老师说：“我讨厌学校，可我还要在学校里呆到十六岁。” 老师回答：“我了解你的感受。可我还要在学校呆到六十岁呢。”,1
经济学家或将转型为会计师,转型,会计师,经济学家是数字公司，如果他们有任何魅力，他们会成为会计师。,0
结婚誓言被牧师见证的尴尬反转,说服,丈夫,丈夫；结婚行礼之时，你不是发过誓，说服从丈夫的么？ 妻子：是的，那时候是有牧师在旁边啊！,1
食物新鲜需拍照验证,拍,食物,如果食物更新鲜，你必须拍它！,1
程序安装因空间不足失败,安装,空间,无论程序的大小如何，您都没有足够的硬盘空间来安装它。,0
身边咳嗽者成最糟糕不吸烟者,咳嗽,不吸烟者,最糟糕的不吸烟者是那些出现在你身边并咳嗽的人。,1
医院省经费不装空调引尸体暴动,安装,空调,无良医院为省经费竟不在太平间安装空调，引发尸体暴动。,1
产品利润达20美元,生产,成本,她的生产成本是80美元，她的利润是20美元。,0
教堂装避雷针引信徒质疑,怀疑,避雷针,一位著名的牧师做完见证后，说：诸位兄弟姐妹，你们对于信心还有什么怀疑之处吗？ 一名学生举手问道：为什么我们教堂顶上要装避雷针呢？,1
深夜香蕉留赠引网友热议,留,香蕉,没有猩猩的夜里，我把香蕉留给你!,1
实习老师姓李却说草字头,说,李,实习老师第一堂课自我介绍道：“我姓李，草字头的李。”,1
同事误抹护发素引笑,抹,手,一MM在办公室抹护手霜。 一个男同事凑过来，说：“我也要抹。”说完就把双手伸出来。 MM看了一眼道：“你这手应该抹护发素啊。”,1
上帝距离变化引质疑,知道,上帝,如果上帝今天比我们今天看起来更远，我们应该知道谁动了。,0
洞揭示生存真相,揭示,洞,这不是杀死你的子弹，而是洞。,0
政客当选后宣布无需祝贺,祝贺,当选,政客对妻子说：你应该祝贺我，我被选上了！ 妻子：你不是在骗我吧？ 政客：不，亲爱的，现在已经不需要了！,1
丈夫误接母亲引发装修笑话,接回,装修,有一天，妻子说：亲爱的，把咱妈接来吧。 丈夫：你终于回心转意肯把咱妈接回来拉。 妻子：你脑子真笨，没看咱家该装修了！,1
夫妻吐槽脖子空空如也,长毛,脖子,一对夫妻路过首饰店，妻子说：“我脖子上光光的，什么也没有！” 丈夫说：“你难道还想脖子上长毛吗?”,1
爱情暂存，婚姻治愈,治愈,婚姻,爱情：一种临时的疯狂，通常可以通过婚姻来治愈。,1
别问赌场管理员幸运骰子,不要,骰子,如果你能用你的幸运骰子，请不要问赌场管理员。,0
生活不易真相曝光,活,生活,生，容易。活，容易。生活，不容易。,1
计算机开窗停机如同空调,打开,窗户,计算机就像空调一样：如果打开窗户，它们都会停止工作。,0
网友调侃生活状态好混,好混,生活,我并不困惑，我只是好混。,0
酒后智商反转，饭后变傻现象,醉,傻,酒醉聪明人，饭胀傻脓包。,1
国际象棋对决电脑，转战拳击,击败,拳击,如果你不能在国际象棋中击败你的电脑，试试拳击。,0
网友吐槽被要求为他人作战,作战,咸蛋,我又不是咸蛋超人。干吗为了你和全世界作战。,1
蜂蜜竟比醋更有效捕蝇,捕获,苍蝇,一勺蜂蜜可以捕获比一加仑醋更多的苍蝇。,1
政治家嘴唇动了是否等于在撒谎？,判断,嘴唇,你如何判断政治家是否撒谎？他的嘴唇动了！,1
女士踩蚂蚁因嫌其爱吃甜却腰细,踩,蚂蚁,一女士长得很胖，她有一个习惯，一见到蚂蚁就用脚去踩。 有人问其原因，她恨恨地回答说：“这小东西，这么爱吃甜的，腰还这么细，气死我了！”,1
护士问单身汉填漏项，他反问是否单身,填,单身,肖恩骑自行车摔伤，得住院治疗，一位年轻美貌的护士拿着表格让他填。 肖恩填好，递上表格，还有什么填漏的？女护士问。 有，肖恩想了想说，我是个单身汉。,1
偷主意的边界：剽窃还是研究,偷,主意,偷一个人的主意是剽窃，偷很多人的主意就是研究。,1
网友宣称要永远活着,打算,活着,我打算永远活着。到现在为止还挺好。,1
车主贴保险杠贴纸自嘲贴心,贴,尾,有一个保险杠贴纸的家伙说如果你能读到这个，你太贴心总是贴尾。,1
网友自嘲有缺失部分,不是,白痴,我不是一个完全白痴 - 我有一些缺失的部分。,1
离婚被视为失败信号引发争议,认为,离婚,出于某种原因，我们认为离婚是失败的信号，尽管我们每个人都有权利和义务纠正我们在生活中犯下的任何其他错误。,0
代码成为心灵支持力量,支持,代码,把它写在你的心里。站在代码旁边，它会支持你。,0
拨错号码竟遇两个月大乔伊,拨,乔伊,我今天拨了错号码。我说乔伊在那儿？一位女士回答说是，他是。我说，我可以和他说话吗？她说不，他现在不能说话，他只有两个月大了。我说好了，我等一下。,1
赤脚磁化金属物体,会使,金属,赤脚会使锋利的金属物体磁化，因此它们总是从地板上指向上方。,0
网友调侃穿鞋走自己的路,穿,鞋,穿别人的鞋，走自己的路，让他们打的找去吧。,1
操作员信了数据盘的谎言,信了,数据,我说：那要看盘上有多少数据。 那个操作员真的信了。,1
