headline,word1,word2,joke
对对联竟引出天蓬元帅是猪,是,猪,几个人对对联，一人出：“横批：天蓬元帅，上联：在上是帅，猜下联。” 其中一个人不假思索脱口而出：“在下是猪。”
孩子担忧礼花炸掉月亮,躲到,月亮,对面人家放鞭炮、礼花，三岁的儿子突然躲到我的身后。 我纳闷，问为什么。 他说，等下礼花把月亮爆炸下来怎么办，我怕。
人们靠星座代替时间与耐心,依靠,星座,当时间和耐心都已变成奢侈品，我们只能靠星座了解彼此。
金发女郎被误认成金毛猎犬,叫什么,金毛,你叫什么聪明的金发女郎？一只金毛猎犬。
朋友偷木乃伊换厕纸,偷,木乃伊,我朋友偷了一个木乃伊，他说总算有厕纸用了。
父亲警告子女结婚必生孩子否则无人祭奠,嘱咐,埋葬,我爸经常嘱咐我结婚一定要生孩子，然后很悲凉地告诫我：不然以后死了没人埋不说，连个上坟的都没有……
丈夫生日想干新事，妻子建议下厨房,下,厨房,丈夫：亲爱的，明天是我的生日，我想干一件我以前从没干过的事，多新鲜！ 妻子：下厨房吧，亲爱的！
汽车配件厂招牌生变引农夫笑谈,配,牛,某“汽车配件厂”招牌上的“件”字掉了偏旁成了“牛”，一老农见了嘀咕道：这汽车配牛，至少也该生出个拖拉机吧！
笑话诱导呕吐引热议,需要,呕吐,如果需要，这些笑话可用于诱导呕吐。
孩子把蚕蛹放进稀饭碗称‘先游泳’,游泳,蚕蛹,妈妈饭做好了叫上幼儿园的女儿吃饭，她把妈妈炸的蚕蛹放到盛稀饭的碗里，妈妈问她为啥这样。 女儿说：“先让它游泳，锻炼一会，我再吃。”
经济危机下贱人依旧昂贵,贵不了,贱人,贱人就是贱人，经济危机了也贵不了！
网友吐槽困只能用瞌睡表达,表示,瞌睡,困就一个字，我只说一次，你知道我只会用瞌睡表示。
小偷误帮鸡洗澡被警察识破,拔毛,衣服,小偷偷了只鸡，在河边拔毛。 警察经过，小偷忙将鸡扔进河，并向警察解释：这只鸡在游泳，我帮它看衣服！
妈妈寄剪刀却藏在包裹里,寄,剪刀,妈妈：“我把包裹寄出来了，怕你解不开绳子，我寄了剪刀给你。” 我：“剪刀放哪里了？” 妈妈：“包裹里面啊。” 我：“……”
情侣间尴尬的年龄提问引发共鸣,讨厌,钱包,男：亲爱的，你多大呀？ 女：我最讨厌你问这个。 男：为什么？ 女：没有什么！犹如我问你钱包里有多少钱一样！
成熟男人为理想卑微活着,牺牲,活着,不成熟男人的标志是可以为了理想壮烈的牺牲，成熟男人的标志的可以为了理想卑贱的活着。
加湿器与除湿机在圣诞夜展开对决,对抗,除湿机,去年圣诞节，我有一台加湿器和一台除湿机。我以为我会把它们放在同一个房间里，然后让它们对抗它。
耗子调侃蝙蝠屋顶睡觉累不累,睡觉,房顶,耗子对蝙蝠：哥们，天天在房顶上大头朝下地睡觉累不累呀？ 蝙蝠对耗子：兄弟，大头朝下睡觉是累点，可再怎么累也总比在地上让猫追得玩命跑强啊。
河神现身询问斩首者头颅材质,斩首,脑袋,被斩首后河神跑出来问我小伙子你掉的是这颗金脑袋还是这颗银脑袋。
幸福与富裕的真相曝光,必要,富裕,幸福并没有必要富裕而有名。只有富裕才有必要。
网友吐槽舌头太短无法消灭小虫,消灭,舌头,"真想消灭这个小虫,奈何我的舌头不够长。"
经济学家认为付钱会让大象自杀,相信,大象,经济学家不捕杀大象，但他们相信如果大象得到足够的报酬，他们就会自杀。
最后发现丢失物品,找到,地方,你总会在最后一个地方找到一些东西。
无期待者不会失望,不会,失望,那些没有期待的人有福了，因为他们不会失望。
忘记摇椅暗示衰老,忘记,摇椅,当你忘记如何开始摇椅时，你已经老了。
警察问路人急事引发误会,拉来,车边,警察把我拉了过来，走到车边问我，有什么急事？
父亲地震中误称儿子睡死,叫,睡,有一次地震，一老汉的儿子死了。在儿子的墓前。 老汉失声痛哭：“我看你睡的太死，就没叫你啊！”旁边的人顿时凌乱了。
男生集体不做试卷惹老师气吐血,不做,试卷,一次，老师叫我们做试卷。 老师说，难的就可以不用做。 结果第二天。学习委员把试卷收上去，老师看了气得吐血。全班男生一个都没做！
孩子幽默回答汽车做巧克力的吃法,吃,轮子,爸爸问：丹乔，如果汽车是巧克力做的，你说先吃哪一部分？ 轮子，丹乔说，这样汽车就开不走了。
母亲去买老鼠药引孩子误解,买,老鼠药,儿子：“妈妈，你去哪里呀？” 母亲：“我去买老鼠药”。 儿子：“老鼠病了吗？”
梦想决定未来，睡吧！,决定,梦想,你的未来取决于你的梦想 - 所以去睡吧！
盲目照书本管理引争议,管理,书本,有些人按照书本管理，即使他们不知道是谁写了这本书，甚至不知道是什么书。
争吵是爱的证明？,愿意,争吵,通常愿意留下来跟你争吵的人，才是真正爱你的人！
死后遗言曝光：欠钱是人生终极遗憾,欠,钱,我希望在我死后，人们会对我说：“那家伙肯定欠我很多钱。”
原谅敌人却不忘其名,原谅,名字,原谅你的敌人，但永远不要忘记他们的名字。
职员说不好领导,说,不好,经理：你对领导有什么意见？ 职员：不好说。 经理：尽管说。 职员：不说好。 经理：不必顾虑，尽管说。 职员：说不好。
食物新鲜需拍照验证,拍,食物,如果食物更新鲜，你必须拍它！
牛为何不用雨伞,见过,雨伞,当然皮革是防水的; 你有没有见过带雨伞的牛？
邻居捉狗遭狗妈反向带离,带,狗,邻居想从我家捉一只狗宝宝，我妈说行呀！ 她们聊天时狗妈妈就在旁边。结果， 狗妈妈带着小狗在外面躲了一天，天黑才带回家 第二天一大早又带着狗宝宝躲出去了。
开电视能入睡，关电视反而睡不着,开,电视,失眠定律：就是开了电视睡得着，关了电视反而睡不着。
小伙买沙发再求打折床引老板娘怒斥,占了,便宜,小伙子以近乎成本价买了沙发，又要求老板娘以折扣价卖给他床， 老板娘说：“你可真贪！在沙发上占了老娘的便宜，还想在床上占老娘的便宜！”
哥哥被妹妹吐槽总推卸责任,推得,干净,妹妹：哥，你是我见过最爱干净的人！ 小明：过奖了！你是怎么看出来的？ 妹妹：不管什么事，你都推得一干二净。
新婚夫妇玩谐音梗，陈杨姓引发幽默对白,变成,太太,新娘：都怨姓不好，才做新娘就变成陈（旧）太太！ 新郎：唉！要是嫁给杨先生该多好，一结婚不就成了杨（洋）太太？永远的洋太太。
父亲解释‘有理智’新定义引发热议,抬高,眉毛,儿子：“爸爸，什么叫做有理智？” 爸爸：“就是生气时不提高嗓门，而是抬高眉毛。”
深夜香蕉留赠引网友热议,留,香蕉,没有猩猩的夜里，我把香蕉留给你!
妻子泥包两天后泥浆掉落,掉落,泥包,我的妻子有一个泥包，两天看起来很棒。......然后泥浆掉了下来。
路见不平却选择沉默前行,吼,走,路见不平一声吼，吼完继续往前走。
夫妻吐槽裤子显胖真相,显得,屁股,妻子：“说实话，这条裤子我穿上去是不是显得屁股太大了?” 丈夫：“那我就说实话了啊，我觉得是你的屁股让这条裤子显得太大了。”
昔日自我曝光错误行为,扇,自己,有一天我遇见了过去的自己，我一定一巴掌扇上去，----你真的做的太多错事了。
生命意义在于人群拥挤,去,地方,生命的意义：我们都在这里的原因是它太拥挤了我们应该去的地方。
数羊无效，聊牧羊人更助眠,交谈,牧羊人,如果你无法入睡，不要数羊。和牧羊人交谈。
言论自由背后隐藏的沉默真相,自由,沉默,言论自由是美好的 - 在那里有自由不听。
教授被问双胞胎性别答非所问,想想,双胞胎,“教授，听说尊夫人生了双胞胎。是男的，还是女的？” “让我想想看。好象一个是女的，另一个是男的。不过又好象是正好相反。”
站长代吻少女引发网络热议,代替,吻别,站长：快点，开车时间到了。 少女：且慢，我要和姐姐吻别。 站长：来不及了！我来代替吧！
科学家用妻子名字命名新病毒,命名,病毒,细菌学家对自己的妻子说：亲爱的，我为您的生日准备了一件意想不到的礼物。 太好了，是什么呀？ 我用您的名字命名了一种新的病毒。
离家狗无腿真相曝光,找到,狗,你在哪里找到一条没腿的狗？就在你离开他的地方。
男子掉河被喊禁止游泳,掉到,游泳,警察对着河里的一名男子喊：这里禁止游泳！ 男子回答：我不会游泳……我……我是……掉到河里的。 警察说：哦……那是不禁止的。
春节坐火车带绿茶引妈妈赞叹,带,绿茶,在外第一个春节坐火车回家带了一瓶绿茶，妈妈说：“我从来没有喝过这个东西，真好喝。”
科学家用暗物质弥补数学计算失误,弥补,暗物质,暗物质是科学家在他们的数学没有加起来时所弥补的。
丈夫看电视误以为是篝火，实为壁炉,看到,壁炉,丈夫：今天电视不知怎么的，整晚上只演一堆篝火！ 妻子：你少喝点吧！电视机昨晚就送去修理了，你看到的是壁炉。
情侣被问是否想吃披萨和做爱,想,披萨,嘿，你想出去吃比萨饼和做爱吗？什么，你不喜欢披萨？
囚犯用手机互打,用,手机,囚犯用什么来互相打电话？ - 手机
女子幽默回应‘处女’提问,生了,处女,某女被问：是处女吗？ 女答：说是吧，我已生了孩子；说不是吧，我还没结婚。就算是个“副处”吧。
父亲病床言遗嘱，儿子表情成线索,发现,表情,大富翁躺在病床上，对守在身边等遗产的儿子说：我觉得我的病有好转了！ 儿子问：你是怎么知道的？ 大富翁说：我发现你们的表情一天比一天难过！
牛的幽默感引出股市笑话,告诉,股票,告诉我牛的幽默感，我会告诉你笑的股票。
丈夫摔倒引众笑，竟然是自己,摔,人,夫：今天在街上有一个人摔了个仰面朝天，引得周围的人哈哈大笑，只有我一个人笑不出来。 妻：想不到你这个人倒颇有同情心。 夫：那个摔倒的人就是我呀！
小学生误称北京紧挨首都引发网络热议,映,朝阳,“一轮红日映朝阳……作为新时代的小学生，我们深知北京紧挨首都。”
床上检验功夫标准,实践,功夫,在床上，实践是检验功夫的唯一的标准。
夫妻互夸老婆是天使引发网络热议,是,天使,甲：我老婆是个天使。 乙：我老婆还活着！
网友用挥手招来单臂爱尔兰人,挥手,爱尔兰人,你怎么从树上得到一个单臂爱尔兰人？...............你挥手告诉他。
国税局审计被比作尸检,审计,尸检,美国国税局的审计就像尸检，没有死亡的好处。
学生用放屁实现冰上前进,放,屁,高中物理课，讲动量守恒。 老师提问：假设一个人站在冰上，没有摩擦，他想前进，有哪些办法？ 一同学答到：放一个屁！
铁甲武士睡树边，狮子吐槽午餐罐头,跳出来,罐头,有一个铁甲武士在树边睡觉，突然跳出来两只狮子，公狮子对母狮子说：亲爱的我们又有午餐了。 母狮子回答：又是罐头，没胃口！
丈夫误接母亲引发装修笑话,接回,装修,有一天，妻子说：亲爱的，把咱妈接来吧。 丈夫：你终于回心转意肯把咱妈接回来拉。 妻子：你脑子真笨，没看咱家该装修了！
